TABLE_NAME 表中文名称
J_LP_CABLEWORKTICKET_FIRST_S6 电力电缆第一种票补充安全措施表
J_LP_CABLEWORKTICKET_FIRST_S7 电力电缆第一种票每日开工和收工时间表
J_LP_CABLEWORKTICKET_SECOND 电力电缆第二种工作票表
J_LP_CABLEWORKTICKET_SECOND_S1 电缆第二种工作票-工作任务表
J_LP_CABLEWORKTICKET_SECOND_S2 电缆第二种工作票-工作条件和安全措施表
J_LP_CABLEWORKTICKET_SECOND_S3 电缆第二种工作票-补充安全措施表
J_LP_CABLEWORKTICKET_XCKC 现场勘察记录表
J_LP_DZQM_FJ 工作票签名附件信息表
T_YJ_YWZH_LSCZRW 临时操作任务表
T_YJ_YWZH_SBTDTYSQD 设备停电停役申请单表
T_YJ_YWZH_SBTDTYSQDSD 设备停电停役申请单（市调）表
T_YJ_YWZH_TDFWB 停电信息报送表
J_LP_LINEWORKTICKET_EJDH_S1 线路二级动火票-动火地点表
J_LP_LINEWORKTICKET_EJDH_S2 线路二级动火票-动火内容表
J_LP_LINEWORKTICKET_EJDH_S3 线路二级动火票-设备管理方安全措施表
J_LP_LINEWORKTICKET_EJDH_S4 线路二级动火票-动火作业方安全措施表
J_LP_LINEWORKTICKET_EJDH_S5 线路二级动火票-其它事项表
T_YJ_YWZH_TDTYMSGCONFIRM 设备停电停役申请单确认消息表
J_LP_LINEWORKTICKET_FIRST_SUB 工作任务表
J_LP_LINEWORKTICKET_FIRST_SUB2 6.1项表
J_LP_LINEWORKTICKET_FIRST_SUB3 6.2项表
J_LP_LINEWORKTICKET_FIRST_SUB4 6.3项表
J_LP_LINEWORKTICKET_FIRST_SUB5 12.2项表
J_LP_LINEWORKTICKET_FIRST_SUB6 线路第一种工作票-应挂的接地线表
T_YJ_YWZH_TDTYSBXX 停电停役设备信息表
J_LP_LINEWORKTICKET_FOUR_S1 电力线路事故应急抢修单-抢修任务(抢修地点和抢修内容)表
J_LP_LINEWORKTICKET_FOUR_S2 电力线路事故应急抢修单-安全措施表
J_LP_LINEWORKTICKET_FOUR_S3 电力线路事故应急抢修单-抢修地点保留带电部分或注意事项表
J_LP_LINEWORKTICKET_FOUR_S4 电力线路事故应急抢修单-经现场勘察需补充下列安全措施表
J_LP_LINEWORKTICKET_FOUR_S5 电力线路事故应急抢修单-现场设备状况及安全措施表
T_YJ_YWZH_TDTYYXFW 停电停役影响范围表
J_LP_LINEWORKTICKET_GZRWD_S1 电力线路工作任务单-工作任务表
J_LP_LINEWORKTICKET_GZRWD_S2 线路工作任务单-注意事项表
T_YJ_YWZH_TDTZDB 停电通知单表
J_LP_LINEWORKTICKET_SED_S2 线路第二种工作表-注意事项（安全措施）表
J_LP_LINEWORKTICKET_SED_SUB 线路第二种工作票-工作任务表
T_YJ_YWZH_TDTZEWYHB 停电通知额外用户表
J_LP_LINEWORKTICKET_THIRD_S1 带电作业工作票-工作任务表
J_LP_LINEWORKTICKET_THIRD_S2 电力线路带电作业工作票-停用重合闸线路表
J_LP_LINEWORKTICKET_THIRD_S3 线路带电作业工作票-工作条件表
J_LP_LINEWORKTICKET_THIRD_S4 电力线路带电作业工作票-注意事项表
J_LP_LINEWORKTICKET_THIRD_S5 电力线路带电作业工作票-补充安全措施表
T_YJ_YWZH_TDTZGDDXXB 停电通知供电点信息表
T_YJ_YWZH_TDTZYHB 停电通知用户表
T_YJ_YWZH_TDXXBSB 停电信息报送表
J_LP_PDWORKTICKET_DYGZP_SUB1 配电低压工作票-工作任务（工作的线路名称或设备双重名称）表
J_LP_PDWORKTICKET_DYGZP_SUB2 配电低压工作-6.1 工作的条件和应采取的安全措施表
J_LP_PDWORKTICKET_DYGZP_SUB3 配电低压工作票-5.2 保留的带电部位表
J_LP_PDWORKTICKET_DYGZP_SUB4 配电低压工作票-5.3 其他安全措施和注意事项表
J_LP_PDWORKTICKET_DYGZP_SUB5 配电低压工作票-6.1 现场补充的安全措施表
J_LP_PDWORKTICKET_DYGZP_SUB6 配电低压工作票-7.工作班成员确认签名表
J_LP_PDWORKTICKET_DYGZP_SUB7 配电低压工作票-9.备注表
T_YJ_YWZH_TDXXBSB_TDFWJY 停送电信息报送停电范围校验表
J_LP_PDWORKTICKET_FIRST_SUB1 配电第一种票—工作任务表
J_LP_PDWORKTICKET_FIRST_SUB10 配电第一种工作票-7.工作任务单登记表
J_LP_PDWORKTICKET_FIRST_SUB11 配电第一种工作票-11.每日开工和收工记录（使用一天的工作票不必填写）表
J_LP_PDWORKTICKET_FIRST_SUB12 配电第一种工作票-12.2工作终结报告表
J_LP_PDWORKTICKET_FIRST_SUB13 配电第一种票-13.2其他事项表
J_LP_PDWORKTICKET_FIRST_SUB14 配电任务单-5.2应装设的标示牌、遮拦（围栏）等表
J_LP_PDWORKTICKET_FIRST_SUB15 配电工作任务单-应装设的接地线的位置表
J_LP_PDWORKTICKET_FIRST_SUB16 表
J_LP_PDWORKTICKET_FIRST_SUB2 配电第一种工作票-5.1 调控运维人员[变（配）电站、发电厂]应采取的安全措施表
J_LP_PDWORKTICKET_FIRST_SUB3 配电第一种工作票-5.2工作班完成的安全措施表
J_LP_PDWORKTICKET_FIRST_SUB4 配电第一种工作票-5.3工作班装设（或拆除）的接地线表
J_LP_PDWORKTICKET_FIRST_SUB5 配电第一种工作票-5.4配合停电线路应采取的安全措施表
J_LP_PDWORKTICKET_FIRST_SUB6 配电第一种票-5.5保留或邻近的带电线路、设备表
J_LP_PDWORKTICKET_FIRST_SUB7 配电第一种工作票-5.6其他安全措施和注意事项表
J_LP_PDWORKTICKET_FIRST_SUB8 配电第一种工作票-5.7其他安全措施和注意事项补充表
J_LP_PDWORKTICKET_FIRST_SUB9 配电第一种工作票-6.工作许可表
T_YJ_YWZH_TDXXBSB_TDSBJY 停送电信息报送停电设备校验表
J_LP_PDWORKTICKET_FOUR_S1 配电故障紧急抢修单-抢修任务(抢修地点和抢修内容)表
J_LP_PDWORKTICKET_FOUR_S2 配电故障紧急抢修单-安全措施表
J_LP_PDWORKTICKET_FOUR_S3 配电故障紧急抢修单-抢修地点保留带电部分或注意事项表
J_LP_PDWORKTICKET_FOUR_S4 配电故障紧急抢修单-应装设的接地线位置表
J_LP_PDWORKTICKET_FOUR_S5 配电故障紧急抢修单-现场设备状况及安全措施表
J_LP_PDWORKTICKET_FOUR_S6 配电故障紧急抢修单-安全措施表
J_LP_PDWORKTICKET_FOUR_S7 配电故障紧急抢修单-安全措施表
T_YJ_YWZH_TDXXBSSBB 停电信息报送设备表
J_LP_PDWORKTICKET_SED_S2 表
J_LP_PDWORKTICKET_SED_SUB 配电二种票表
J_LP_PDWORKTICKET_SED_SUB3 配电二种票表
J_LP_PDWORKTICKET_SED_SUB4 配电二种票表
T_YJ_YWZH_TDYYB 停电原因表
J_LP_PDWORKTICKET_THIRD_S1 配电带电作业票子表1表
J_LP_PDWORKTICKET_THIRD_S2 配电带电作业票子表2表
J_LP_PDWORKTICKET_THIRD_S3 配电带电作业票子表3表
J_LP_PDWORKTICKET_THIRD_S4 配电带电作业票子表4表
J_LP_PDWORKTICKET_THIRD_S5 配电带电作业票子表5表
J_LP_PDWORKTICKET_THIRD_S6 配电带电作业票子表6表
J_LP_PH_LOG 两票票号log表
T_YJ_YWZH_ZHCZZLP 综合操作指令票表
T_YJ_YWZH_ZLPCZNR 指令票操作内容表
J_LP_SB_DYDJ 电压等级表
J_SB_TWOSCANSBBSP 设备标识牌二维码及坐标信息表
J_SB_ZNYC_DZ 电站表
J_SB_ZWYC_GT 杆塔(运行)表
J_SB_ZWYC_WLG 物理杆表
J_SB_ZWYC_XL 线路表
J_WORK_MAIN 工作总表
SB_FC_DATA 设备反措数据表
SB_FC_DEV 反措设备表
SB_FC_FWDATA 设备反措防误数据表
SB_FC_FWMX 防误明细表
SB_FC_MX 反措明细数据表
T_CW_CWBW 红外测温部位表
T_CW_CWMB 红外测温摸板表
T_CW_CWMBBW 红外测温摸板部位表
T_CW_CWSB 红外测温设备表
T_YJ_YWZH_ZLPQSJLB 指令票签收记录表
T_CW_CWSL 红外测温实例表
T_CW_CWWZ 红外测温位置表
T_DC_LP_MBZY 两票模板对应的专业表
T_DC_LP_YJ 元件对应表
T_DEVICE_BELONG 设备所属关系表
T_DEVICE_DICT 设备命名表
T_DEVICE_DYDJ 电压等级表
T_DEVICE_LOG 日志表
T_DEVICE_RES 图档表
T_DEVICE_RES_LOG 图档日志表
T_DEVICE_SCCJ 生产厂家表
T_PROC_GCFXD 03 10kV及以下配电网工程风险点表
T_PROC_GCFXD_TYPE 风险点类型表
T_CW_CWSJ 红外测温数据表
T_YJ_DWYJ_JXJH_DIC  检修计划_dic表
T_YJ_DWYJ_JXJH_DIC_WORK  检修计划_dic_ 工作任务表
T_YJ_DWYJ_JXJH_DIC_WORK_ITEM  检修计划_dic_ 工作任务-工作设备表
T_YWJX_YHGL_CONFIG1 隐患专项内容整治配置表
J_PDYW_DYSBPC_CMSJY_INF 低压普查_营销校验表箱资产号返回结果表
J_PDYW_DYSBPC_CXTJ 低压存量普查查询统计表
J_PDYW_DYSBPC_FSLSJL 低压普查发送营销历史记录主表
J_PDYW_DYSBPC_FSLSJL_SUB 低压普查发送营销历史记录子表
J_PDYW_DYSBPC_RWLIST_BYQGHJL 低压普查变压器更换记录表
J_PDYW_DYSBPC_RWLIST_ZB_BUFF 低压设备大纲表
STO_PROJ_SCDX_OUT 生产大修表
STO_PROJ_SCJG_OUT 生产技改表
T_SB_TWOSCANSBBSP_SWZC 实物资产导出表
T_SB_TWOSCANSBBSP_SWZC_HISTORY 实物资产导出历史表
T_SB_TWOSCANSBBSP_SWZC_TJ 实物资产进度统计表
T_SB_ZCGL_SWZC 导出实物资产表
T_SWID_SBBGSQD_SBTY 实物ID设备退役任务表
T_SWID_SBBGSQD_SBTY_LB 实物ID设备退役列表
T_YJ_DWYJ_JXJH_CHANGEPLAN 检修计划-计划变更记录表
T_YJ_DWYJ_JXJH_QXGLB 计划与缺陷关联表
J_BDYW_SBCWJL 设备测温记录表
J_BDYW_XDCJCJL 蓄电池检测记录表
J_BDYW_XDCJCJL_SUB 蓄电池检测记录子表
T_YD_DDJC 带电检测表
T_YJ_DWYJ_YXRZ_BHPHWRXJCYDJL 保护屏红外热像检测月度记录表
T_YJ_DWYJ_YXRZ_XDCJCJL 蓄电池检测记录表
T_YJ_JC_BLQDDCS 避雷器带电测试表
T_YJ_JC_BLQZXCS 避雷器在线监测表
T_YJ_JC_BPSY 变频试验表
T_ZH_JGDX_CWDMB 技改大修财务代码表
T_YJ_JC_CFHJJDDL 测负荷及接地电流表
T_ZH_JGDX_ZJWCQK 技改大修资金完成情况表
T_ZH_JGGL_PMS_ERP pm侧和erp侧 编码对应表
T_ZH_ZTJX_ZTPJ  状态评价表
T_ZJJH_DXGL_SBCFGJ 大修-设备重复挂接表
T_YJ_JC_DGLWJCJL 电杆裂纹检测记录表
T_ZJJH_JGDX_FYHXM 费用化项目表
T_ZJJH_JGDX_GGDMB 技改大修代码表
T_ZJJH_JGDX_JLDW 技改大修-监理单位信息表
T_ZJJH_JGDX_JLDWPJ 监理单位评价表
T_ZJJH_JGDX_JLXMJK 监理项目监控表
T_ZJJH_JGDX_JLZL 监理资料表
T_ZJJH_JGDX_SBHX_SBXX 设备画像-设备信息表
T_ZJJH_JGDX_XMXQK 项目需求库表
T_ZJJH_JGDX_ZLGL_ZLGX 技改大修资料管理-资料共享表
T_ZJJH_JGGL_SBCFGJ 技改-设备重复挂接表
T_ZJ_JGDX_CJQD 拆旧清单表
T_ZJ_JGDX_CWFXBB 财务分项报表
T_ZJ_JGDX_CWZCBB 财务资产报表
T_ZJ_JGDX_DX_ZBXM 省专项推送财务表
T_YJ_JC_DLHLCLJL 电缆环流测量记录表
T_YJ_JC_DLJBFDCLJL 电缆局部放电测量表
T_YJ_JC_DLWHCWJL 电缆红外测温记录表
T_YJ_JC_DLWHTSY 电缆外护套试验表
T_YJ_JC_DLXLQT 其他（电缆线路）表
T_ZJ_JGDX_GCL_BYQGZ_DYHGQFCWX 电压互感器反措维修表
T_ZJ_JGDX_GCL_BYQGZ_TGWX 变压器套管维修表
T_ZJ_JGDX_GCL_DDJCWX 输电线路带电检测维修工程表
T_YJ_JC_DMJSBJXSJCJL 地埋金属部件锈蚀检测记录表
T_YJ_JC_DXBLXFBGCJL 导线、避雷线覆冰观测记录表
T_YJ_JC_DXBLXHCCLJLB 导线、避雷线弧垂测量记录表
T_YJ_JC_DXBLXZDWDGCJL 导线、避雷线振动舞动观测距离表
T_YJ_JC_FWJCD 防污检测点表
T_ZJ_JGDX_GCL_FFPYHZL 输电线路防风偏隐患治理工程表
T_ZJ_JGDX_GCL_GTFFWX 输电杆塔（拉线）基础维修工程_护坡、挡土墙维修表
T_ZJ_JGDX_GCL_GTJCWX_BHMDX 输电杆塔（拉线）基础维修工程_杆塔基础保护帽大修表
T_ZJ_JGDX_GCL_GTJCWX_DTQWX 输电杆塔（拉线）基础维修工程_护坡、挡土墙维修表
T_ZJ_JGDX_GCL_GTJCWX_HTTWX 输电杆塔（拉线）基础维修工程_杆塔回填土维修表
T_ZJ_JGDX_GCL_GTJCWX_TJMMWX 输电杆塔（拉线）基础维修工程_塔基抹面维修表
T_ZJ_JGDX_GCL_JJWX 输电线路金具维修工程表
T_ZJ_JGDX_GCL_JYZWX 输电线路绝缘子维修工程表
T_YJ_JC_GTQXCLJL 杆塔倾斜测量记录表
T_YJ_JC_JCFW 检测范围表
T_ZJ_JGDX_GCL_LXWX_BSPWX 输电线路零星维修工程_塔材、螺栓、脚钉、接地装置、标示牌维修表
T_ZJ_JGDX_GCL_LXWX_FDMAZ 输电线路零星维修工程_防盗帽安装表
T_ZJ_JGDX_GCL_LXWX_FJJCMX 输电线路零星维修工程_非计价材明细表
T_ZJ_JGDX_GCL_LXWX_GTZCWX 输电线路零星维修工程_杆塔主材维修表
T_ZJ_JGDX_GCL_LXWX_TGHDGH 输电线路零星维修工程_铁塔横担更换表
T_ZJ_JGDX_GCL_PD_DDZYCLWX 配电带电作业车辆维修表
T_ZJ_JGDX_GCL_PD_DLDXSJK 电缆典型设计库表
T_ZJ_JGDX_GCL_PD_DLTDTJ 电缆通道（土建）表
T_YJ_JC_JCJH_XL 检测计划(线路)表
T_ZJ_JGDX_GCL_PD_PDSTJJCWX 配电室土建基础维修表
T_ZJ_JGDX_GCL_PD_PDTQ_DYXL 配电台区-低压线路表
T_ZJ_JGDX_GCL_PD_PDTQ_PDP 配电台区-配电盘表
T_ZJ_JGDX_GCL_PD_PWTXGL 配网通信光缆表
T_ZJ_JGDX_GCL_PD_XLFLSSWX 线路防雷设施维修表
T_ZJ_JGDX_GCL_PD_XLFNSSWX 线路防鸟设施维修表
T_YJ_JC_JCJH_XLSB 检测计划(线路设备)表
T_YJ_JC_JCJH_ZNYCSB 检测计划(站内一次设备)表
T_YJ_JC_JCKYJDDJLCLJL 交叉跨越及对地距离测量记录表
T_ZJ_JGDX_GCL_PD_ZQDDLWX_DLFS 整区段电缆维修-电缆敷设表
T_YJ_JC_JCZQ_BD 检测周期（变电）表
T_YJ_JC_JCZQ_PD 检测周期（配电）表
T_YJ_JC_JCZQ_SD 检测周期（输电）表
T_YJ_JC_JDDZCLJL 接地电阻测量记录表
T_YJ_JC_JKSBCWJL 架空设备测温记录表
T_YJ_JC_JKXLHWCWJL 架空线路红外测温记录表
T_YJ_JC_JKXLHWCWJL_WD 架空线路红外测温记录温度子表
T_YJ_JC_JKXLQT 其他（架空线路）表
T_YJ_JC_JYZLZJCJL 绝缘子零值检测记录表
T_YJ_JC_JYZYMHMCSJL 绝缘子盐密、灰密测试记录表
T_YJ_JC_PDBYQCFHJL 配电变压器测负荷记录表
T_YJ_JC_PDBYQCWJL 配电变压器测温记录表
T_YJ_JC_XLCSSY 线路参数试验表
T_ZJ_JGDX_GCL_SDFNSSWX 输电线路防鸟设施维修工程表
T_ZJ_JGDX_GCL_SDFWSWX 输电线路防污闪维修工程表
T_ZJ_JGDX_GCL_SDSNGBTWX_HTGH 输电水泥杆本体维修工程--水泥杆横担更换表
T_ZJ_JGDX_GCL_SDSNGBTWX_SNGJZ 输电水泥杆本体维修工程--水泥杆校正表
T_ZJ_JGDX_GCL_SDSNGBTWX_WXCL 输电水泥杆本体维修工程--维修叉梁表
T_ZJ_JGDX_GCL_SDSNGBTWX_WXLX 输电水泥杆本体维修工程--维修拉线表
T_ZJ_JGDX_GCL_SDXLBSWX 输电线路标示维修工程表
T_ZJ_JGDX_GCL_SDXLFLSS 输电线路防雷设施维修表
T_ZJ_JGDX_GCL_SDZXJCWX 输电线路在线监测装置维修工程表
T_ZJ_JGDX_GCL_TXZB 通信主表
T_ZJ_JGDX_GCL_WXJDZZ 输电线路接地装置维修工程维修接地装置表
T_ZJ_JGDX_GCL_WXJDZZ_JDYXX 输电线路接地装置维修工程维修接地引下线表
T_ZJ_JGDX_GCL_XLFFWX 输电线路防舞维修工程表
T_ZJ_JGDX_GCL_ZHDQGZ_BTLQWX 组合电器本体漏气维修工程表
T_ZJ_JGDX_GCL_ZHDQGZ_ZLJYJCZZ 直流绝缘监测装置维修工程表
T_YJ_JC_ZFJDDZCLJL 站房接地电阻测量记录表
T_YJ_JC_ZSBYQCFHJL 柱上变压器测负荷记录表
T_YJ_JC_ZSBYQCWJL 柱上变压器测温记录表
T_ZJ_JGDX_GKPT_SLHYTJ 管控平台-三率合一表
T_ZH_BDDDJC_JCJH 变电带电检测计划表
T_ZJ_JGDX_GZGMZB 规模表
T_ZJ_JGDX_JDGXDFMB 季度贡献打分模板表
T_ZJ_JGDX_JDGXDFMB_SH 技改大修季度贡献打分审核表
T_ZH_BDDDJC_JCJHGLJL 检测计划关联检测记录表
T_ZJ_JGDX_KY_BD_GCXZ 变电工程现状与改造后数据表
T_ZJ_JGDX_KY_BD_XMMC 变电项目基本信息表
T_ZJ_JGDX_KY_DWJYS 各单位经研所信息收集表
T_ZJ_JGDX_KY_SD_GCXZ 可研输电工程现状表
T_ZJ_JGDX_KY_SD_XMMC 项目表
T_ZJ_JGDX_PGJDB 评估鉴定表
T_ZJ_JGDX_PJZBJSB 可研经济性评价指标计算表
T_ZJ_JGDX_SBCLB 主要设备材料表
T_ZJ_JGDX_TYBB_TYBB1 通用报表1表
T_ZH_BDDDJC_JCZQ 变电设备检测周期表
T_ZH_BDDDJC_JHNR 变电带电检测计划内容

表
T_ZJ_JGGL_XMJBXX 技改项目基本信息表
T_ZJ_MRZB_PNWGC 配农网工程施工情况每日报表
T_ZJ_PDYD_FJWZYJQD 废旧物资移交清单表
T_ZJ_PDYD_SBCLZB_RZJL 工程管控材料类设备记录日志表
T_ZJ_PDYD_SCB 工程项目退役资产实拆表
T_ZJ_PDYD_SJB 废旧物资移交清单表
T_ZJ_PDYD_SMJFJ 扫描件附件表
T_ZJ_PDYD_TYJH_SB_RZJL 工程管控材一二次设备记录日志表
T_ZJ_PDYD_XMJBXX_RZJL 工程管控项目日志表
T_ZJ_PDYD_YCSCB 工程项目退役资产应拆实拆表
T_ZJ_SB_PJZX_HJPJ 输电设备环境评价表
T_ZJ_SB_ZWYC_BD_DLXL 保电模块-电缆线路表
T_ZJ_SB_ZWYC_BD_JKXL 保电模块-架空线路表
T_ZJ_SB_ZWYC_DIXIAN 地线表
T_ZJ_SB_ZWYC_DXDJD 导线--档距段表
T_ZJ_SB_ZWYC_DXNZD 导线--耐张段表
T_ZJ_SB_ZWYC_FSSSFLZZ 附属设施--防雷装置表
T_ZJ_SB_ZWYC_FSSSFNZZ 附属设施--防鸟装置表
T_ZJ_SB_ZWYC_FSSSJCZZ 附属设施--监测装置表
T_ZJ_SB_ZWYC_JJTSSB 金具--塔上设备表
T_ZJ_SB_ZWYC_JJXSSB 金具--线上设备表
T_ZJ_SB_ZWYC_JYZ 绝缘子表
T_ZJ_SB_ZWYC_PDGTPJJBXX 配电杆塔评价基础信息表
T_ZJ_SB_ZWYC_SDWLGT 输电物理杆塔表
T_ZJ_SB_ZWYC_SDXL 自建输电线路表
T_ZJ_SB_ZWYC_SDXLQYFJD 输电区域分界点表
T_ZJ_SB_ZWYC_SDYXGT 输电运行杆塔表
T_ZJ_SB_ZWYC_TDHJJCKY 通道环境--交叉跨越表
T_ZJ_SB_ZWYC_TDHJLT 通道环境--六图表
T_ZJ_SB_ZWYC_TDHJSDH 通道环境--属地化表
T_ZJ_SB_ZWYC_TDHJSKMK 通道环境--三跨模块表
T_ZH_BDDDJC_JHSBMX 变电带电检测计划设备明细表
ZFI_QSM_ZCYWSJ  资产设备信息_业务数据表
ZFI_QSM_ZCZSJ  资产设备信息_主数据表
T_ZH_BDDDJC_JHSJMX 变电带电检测计划时间明细表
T_ZH_GQJYQYB_SYJY 工器具仪器仪表试验校验表
ZMM_ZCQSM_CGDD  采购订单信息表
ZMM_ZCQSM_CGSQ  采购申请信息表
ZMM_ZCQSM_WZCK  物资出库信息表
ZMM_ZCQSM_WZRK  物资入库信息表
ZPS_JG_XMXX  技改项目信息表
ZPS_JJ_XMXX  基建项目信息表
T_ZH_GQJYQYB_SYSBMX 工器具仪器仪表试验校验设备明细表
T_ZH_ZQGL_SYZQ 试验周期表
J_LP_BDZWORKTICKET_EJDH 变电站一级动火票表
CSTCONSUMERACTUALBET_V 用户停电事件表
CSTEUQCONSUMER_V 用户设备关联信息表
CSTRTGCONSUMER_V 台区用户对应表
DATA_ID_MAP_INFO 数据标识映射表
ID_IDX_CHK_INCE_PMS 1)用于记录检修数据信息。包括指标值标识、单位编号、指标编码、频度、统计周期等属性。
2)可以通过数据接入，由其他业务系统推送记录。表
J_BDYW_BDYWGZRZ 五通一措_变电运维工作日志表
J_LP_BDZWORKTICKET_FIRST 变电站第一种工作票表
J_LP_BDZWORKTICKET_FIRST_FP 变电第一种工作票分票创建表
J_LP_BDZWORKTICKET_FORTH 线路事故应急抢修单表
J_LP_BDZWORKTICKET_SECOND 变电第二种工作票表
J_BDYW_DKZLJL 调控指令记录表
J_LP_BDZWORKTICKET_THIRD 变电站带电作业工作票表
J_BDYW_FC_FCMX 反措明细表
J_BDYW_FC_FCZCZB 反措落实自查工作周报表
J_BDYW_FSGYXJL 反事故演习记录表
J_LP_BDZWORKTICKET_YJDH 变电站一级动火票表
J_LP_CABLEWORKTICKET_FIRST 电力电缆第一种工作票表
J_BDYW_SY_BOTTOM_COMMON 变电试验结论信息表
J_BDYW_SY_HEAD_COMMON 变电试验表单头部_公共部分表
J_BDYW_SY_JLXX 结论信息表
J_BDYW_SY_MP_COMMON 变电试验表单铭牌_公共部分表
J_BDYW_SY_VIEW 变电运维-试验信息表
J_LP_GZP_BZ_GZSB 工作票班组工作设备表
J_LP_GZP_JXJH_REL 工作票和检修计划关联表
J_BDYW_YWFXJL 运维分析记录表
J_BDYW_YXRZ_JJBXJ 五通一措_变电运维工作日志_交接班小结表
J_BD_SY_JH_ITEMS 变电试验计划子项目表
J_DYCLPC_CJXH 低压存量普查_厂家型号表
J_ERP2PMS_DSDY ERP与PMS地市ID对应关系表
J_MRZB_BDQT_MX_QT 变电站全停和10kV母线停表
J_MRZB_ZYDQKYD 站用电情况（月报）表
J_MRZHB_BDQT 每日早汇报变电全停表
J_MRZHB_CJXCZHB 春检现场情况早汇报表
J_MRZHB_DWGZJFXFX 本周电网工作及风险分析表
J_PDYW_DYSBPC_BXGX 表箱关系表
J_PDYW_DYSBPC_RWLIST 低压设备普查任务列表
J_PDYW_DYSBPC_RWLIST_Z 低压设备大纲表
J_SYS_SG186_TYPE sg186标准类型库表
J_TSGL_QUEUE 反措执行情况excel导出队列表
PMSTOERP pms与erp设备关系表
THREE_RATE_ITEMINFO_PMS 电网基建项目信息表
THREE_RATE_SINGLEPROJECT_PMS 电网基建单项信息表
T_CMS_C_METER 1)用于记录计量点下安装的电能表运行设备信息，定义了电能表的运行属性，本实体主要包括电能表资产编号、综合倍率、安装日期、安装位置、是否参考表、参考表资产编号等属性。

2)通过新装、增容及变更用电归档、关口计量点新装及变更归档等业务，由实体转入产生记录。

3)该实体主要由查询计量点相关信息等业务使用。表
T_CMS_C_METER_MP_RELA 电能表计量点关系表
T_CMS_C_MP 计量点信息表
T_CMS_G_TRAN 1) 描述变压器的运行信息及铭牌参数，包括变压器编码、变压器型号、变压器铭牌容量、当前状态等信息

2) 通过线损基础信息管理业务中录入产生，或新装增容与变更用电归档过程产生；或通过与生产系统接口过程产生。

3) 该实体主要由线损基础信息管理业务、考核单元管理业务使用，在电费计算用户专线线路损耗也需要使用。

表
T_CMS_IT_RUM 运行互感器表
T_CMS_METER_MP_RELA 电能表计量点关系表
T_CMS_MP_IT_RELA 互感器计量点关系表
T_CMS_R_COLL_OBJ 采集对象信息表
T_CMS_TRAN_CHECK_LIST CMS配变核对问题清单表
T_DD_SB 调度设备表
T_DD_SB_DY 调度设备对应表
T_DW_BZZX_BHGNFL 保护功能分类表
T_DW_BZZX_BZBGSQD 标准变更申请单表
T_DW_BZZX_BZFLB 标准分类表
T_DW_BZZX_BZSJBGHZ 标准数据变更记录回执表
T_DW_BZZX_BZSJBGJL 标准数据变更记录表
T_DW_BZZX_CJCPLXB 厂家产品类型表
T_DW_BZZX_GGDMB 公共代码表
T_DW_BZZX_GNWZBM 功能位置编码表
T_DW_BZZX_GZQXYYDM 故障缺陷原因代码表
T_DW_BZZX_ORDER 功能位置编码数值表
T_DW_BZZX_SBBZCSMB 设备标准参数定义表
T_DW_BZZX_SBFL 设备分类表
T_DW_BZZX_SBXHB 设备型号表
T_DW_BZZX_SBXHBZCSB 设备型号标准参数表
T_DW_BZZX_SBXHBZCSB_SD 设备型号标准参数表
T_DW_BZZX_SCCJ 生产厂家表
T_DW_DDZZJG 调度组织机构表
T_DW_DWZY_PWGM 配网设备规模统计报表
T_DW_FZBBB_BDRL 变电容量表
T_DW_FZBBB_HLRL 发展部报表换流变表
T_DW_FZBBB_JLXL 交流线路表
T_DW_FZBBB_ZLXL 发展部报表直流线路表
T_DW_JK_GNWZ 功能位置表-缓冲区表
T_DW_JK_GNWZ_ALL 功能位置表
J_LP_GZP_MAIN 工作票和检修计划关联表
T_DW_JK_SBZSJ_ALL 设备主数据表
T_DW_JK_YKBZ_GDFA 营销供电方案信息表
T_DW_JK_YKBZ_TXSH 营销图形调度审核信息表
T_DW_QJ_CBDE 储备定额表
T_DW_QJ_CFDD 存放地点表
T_DW_QJ_SYGHJL 工器具使用归还记录表
T_DW_QJ_ZTB 工器具及仪器仪表状态表
J_LP_LINEWORKTICKET_EJDH 线路二级动火票表
T_DW_SBBG_BGSBLB_GDK 变更设备列表
J_LP_LINEWORKTICKET_FIRST 电力线路第一种工作票表
T_DW_SBBG_RWGL 任务管理表
J_LP_LINEWORKTICKET_FOUR 线路事故应急抢修单表
T_DW_SBBG_SBBGSQD_SHXX 设备变更申请审核日志表
T_DW_SBBG_SBBGSQD_YX 设备变更申请单营销用表
T_DW_SBBG_ZCSBBGLB 资产设备变更列表
T_DW_SJHCGJ_GGDM 数据核查公共代码表
T_DW_SWID_JS_TZHZ_YWGZ 实物ID（江苏）台账汇总业务规则表
T_DW_SWID_SCSJHZ 实物ID生成时间汇总表
T_DW_TYSFBM_WSGSDMDYGXB 网省公司代码对应关系表
J_LP_LINEWORKTICKET_GZRWD 电力线路工作任务单表
T_DW_YMDD_SWIDMPGLB_BF 实物id铭牌关联关系表
T_DW_ZCGL_BFSBCWXX 报废设备错误信息表
J_LP_LINEWORKTICKET_SECOND 线路第二种工作票表
J_LP_LINEWORKTICKET_THIRD 电力线路带电作业工作票表
T_DW_ZCGL_BPBJDE 备品备件定额表
T_DW_ZCGL_DBDWBM 调拨单位编码表
T_DW_ZCGL_GCXXB 工程信息表
